timestamp,ip_address,username,status,failed_attempts,threat_level
2024-01-01 09:59:00,192.168.1.20,sarah,FAILED,58,HIGH
2024-01-01 10:02:00,10.0.0.2,user1,FAILED,47,MEDIUM
2024-01-01 10:15:00,192.168.1.33,user1,FAILED,38,MEDIUM
2024-01-01 10:15:00,192.168.1.2,sarah,SUCCESS,55,HIGH
2024-01-01 10:33:00,192.168.1.6,guest,FAILED,47,MEDIUM
2024-01-01 10:45:00,192.168.1.8,user1,SUCCESS,43,MEDIUM
2024-01-01 10:51:00,192.168.1.19,admin,SUCCESS,58,HIGH
2024-01-01 11:13:00,192.168.1.39,administrator,SUCCESS,61,HIGH
2024-01-01 11:32:00,10.0.0.3,user1,FAILED,65,HIGH
2024-01-01 11:34:00,10.0.0.16,administrator,FAILED,51,HIGH
2024-01-01 11:40:00,10.0.0.15,guest,FAILED,49,MEDIUM
2024-01-01 11:43:00,192.168.1.5,admin,FAILED,43,MEDIUM
2024-01-01 11:52:00,192.168.1.21,administrator,FAILED,48,MEDIUM
2024-01-01 12:10:00,192.168.1.48,admin,FAILED,62,HIGH
2024-01-01 12:13:00,10.0.0.2,admin,FAILED,47,MEDIUM
2024-01-01 12:14:00,192.168.1.7,admin,FAILED,47,MEDIUM
2024-01-01 12:14:00,192.168.1.10,root,FAILED,39,MEDIUM
2024-01-01 12:20:00,192.168.1.28,guest,FAILED,49,MEDIUM
2024-01-01 12:35:00,192.168.1.5,administrator,SUCCESS,43,MEDIUM
2024-01-01 12:39:00,10.0.0.10,guest,FAILED,54,HIGH
2024-01-01 12:47:00,192.168.1.42,john,FAILED,60,HIGH
2024-01-01 12:54:00,192.168.1.2,john,FAILED,55,HIGH
2024-01-01 13:06:00,10.0.0.9,user1,SUCCESS,52,HIGH
2024-01-01 13:13:00,192.168.1.39,root,FAILED,61,HIGH
2024-01-01 13:17:00,10.0.0.17,sarah,SUCCESS,57,HIGH
2024-01-01 13:18:00,192.168.1.48,user1,FAILED,62,HIGH
2024-01-01 13:21:00,10.0.0.3,user1,FAILED,65,HIGH
2024-01-01 13:25:00,192.168.1.14,sarah,SUCCESS,50,MEDIUM
2024-01-01 13:28:00,10.0.0.1,john,FAILED,56,HIGH
2024-01-01 13:28:00,192.168.1.21,administrator,SUCCESS,48,MEDIUM
2024-01-01 13:44:00,10.0.0.19,user1,SUCCESS,44,MEDIUM
2024-01-01 13:56:00,10.0.0.6,admin,SUCCESS,61,HIGH
2024-01-01 14:05:00,192.168.1.19,sarah,FAILED,58,HIGH
2024-01-01 14:17:00,192.168.1.10,guest,FAILED,39,MEDIUM
2024-01-01 14:19:00,10.0.0.19,guest,FAILED,44,MEDIUM
2024-01-01 14:20:00,192.168.1.28,john,FAILED,49,MEDIUM
2024-01-01 14:48:00,192.168.1.15,root,SUCCESS,39,MEDIUM
2024-01-01 14:54:00,10.0.0.16,admin,FAILED,51,HIGH
2024-01-01 15:00:00,192.168.1.37,guest,FAILED,60,HIGH
2024-01-01 15:12:00,10.0.0.2,sarah,FAILED,47,MEDIUM
2024-01-01 15:18:00,192.168.1.10,guest,FAILED,39,MEDIUM
2024-01-01 15:23:00,192.168.1.24,administrator,FAILED,50,MEDIUM
2024-01-01 15:25:00,192.168.1.16,administrator,FAILED,53,HIGH
2024-01-01 15:32:00,192.168.1.49,user1,SUCCESS,59,HIGH
2024-01-01 15:40:00,192.168.1.23,admin,SUCCESS,46,MEDIUM
2024-01-01 15:54:00,192.168.1.4,administrator,FAILED,51,HIGH
2024-01-01 16:05:00,192.168.1.20,root,FAILED,58,HIGH
2024-01-01 16:07:00,198.20.69.74,administrator,SUCCESS,65,HIGH
2024-01-01 16:19:00,192.168.1.13,root,FAILED,52,HIGH
2024-01-01 16:45:00,10.0.0.10,john,FAILED,54,HIGH
2024-01-01 17:01:00,192.168.1.38,admin,FAILED,54,HIGH
2024-01-01 17:04:00,192.168.1.33,guest,SUCCESS,38,MEDIUM
2024-01-01 17:20:00,192.168.1.43,guest,FAILED,47,MEDIUM
2024-01-01 17:21:00,192.168.1.15,administrator,FAILED,39,MEDIUM
2024-01-01 17:23:00,192.168.1.42,root,SUCCESS,60,HIGH
2024-01-01 17:23:00,192.168.1.12,guest,FAILED,52,HIGH
2024-01-01 17:31:00,192.168.1.26,john,FAILED,64,HIGH
2024-01-01 17:39:00,198.20.69.74,root,FAILED,65,HIGH
2024-01-01 17:41:00,192.168.1.47,user1,FAILED,44,MEDIUM
2024-01-01 17:41:00,192.168.1.48,admin,FAILED,62,HIGH
2024-01-01 17:44:00,192.168.1.33,administrator,FAILED,38,MEDIUM
2024-01-01 17:46:00,10.0.0.16,guest,SUCCESS,51,HIGH
2024-01-01 17:47:00,10.0.0.10,administrator,SUCCESS,54,HIGH
2024-01-01 18:13:00,192.168.1.10,admin,SUCCESS,39,MEDIUM
2024-01-01 18:15:00,192.168.1.29,guest,FAILED,57,HIGH
2024-01-01 18:33:00,192.168.1.46,root,FAILED,48,MEDIUM
2024-01-01 18:39:00,10.0.0.15,root,SUCCESS,49,MEDIUM
2024-01-01 18:41:00,192.168.1.17,guest,FAILED,52,HIGH
2024-01-01 18:42:00,192.168.1.46,guest,FAILED,48,MEDIUM
2024-01-01 18:43:00,192.168.1.18,guest,FAILED,51,HIGH
2024-01-01 18:43:00,192.168.1.37,administrator,FAILED,60,HIGH
2024-01-01 18:58:00,192.168.1.17,user1,FAILED,52,HIGH
2024-01-01 19:06:00,185.220.101.45,administrator,FAILED,46,MEDIUM
2024-01-01 19:45:00,192.168.1.49,admin,FAILED,59,HIGH
2024-01-01 20:04:00,192.168.1.21,guest,FAILED,48,MEDIUM
2024-01-01 20:05:00,192.168.1.19,sarah,FAILED,58,HIGH
2024-01-01 20:26:00,192.168.1.27,guest,FAILED,43,MEDIUM
2024-01-01 20:26:00,192.168.1.24,administrator,FAILED,50,MEDIUM
2024-01-01 20:29:00,10.0.0.9,root,FAILED,52,HIGH
2024-01-01 21:11:00,192.168.1.42,admin,FAILED,60,HIGH
2024-01-01 21:31:00,192.168.1.22,admin,FAILED,64,HIGH
2024-01-01 21:36:00,192.168.1.29,guest,FAILED,57,HIGH
2024-01-01 21:45:00,198.20.69.74,administrator,SUCCESS,65,HIGH
2024-01-01 21:52:00,192.168.1.5,sarah,SUCCESS,43,MEDIUM
2024-01-01 22:10:00,10.0.0.3,sarah,SUCCESS,65,HIGH
2024-01-01 23:28:00,192.168.1.26,administrator,FAILED,64,HIGH
2024-01-01 23:33:00,192.168.1.21,user1,FAILED,48,MEDIUM
2024-01-01 23:46:00,192.168.1.40,user1,FAILED,46,MEDIUM
2024-01-01 23:48:00,192.168.1.10,root,SUCCESS,39,MEDIUM
2024-01-01 23:53:00,10.0.0.16,sarah,FAILED,51,HIGH
2024-01-01 23:57:00,192.168.1.38,user1,FAILED,54,HIGH
2024-01-02 00:09:00,192.168.1.22,sarah,FAILED,64,HIGH
2024-01-02 00:10:00,45.33.32.156,admin,FAILED,46,MEDIUM
2024-01-02 00:33:00,192.168.1.40,guest,FAILED,46,MEDIUM
2024-01-02 00:48:00,192.168.1.37,guest,FAILED,60,HIGH
2024-01-02 00:49:00,192.168.1.34,sarah,FAILED,54,HIGH
2024-01-02 00:56:00,10.0.0.4,sarah,FAILED,45,MEDIUM
2024-01-02 01:01:00,10.0.0.9,administrator,FAILED,52,HIGH
2024-01-02 01:03:00,192.168.1.28,user1,FAILED,49,MEDIUM
2024-01-02 01:51:00,192.168.1.48,john,FAILED,62,HIGH
2024-01-02 01:52:00,192.168.1.37,administrator,FAILED,60,HIGH
2024-01-02 01:56:00,192.168.1.20,guest,FAILED,58,HIGH
2024-01-02 02:02:00,10.0.0.8,john,FAILED,69,HIGH
2024-01-02 02:04:00,192.168.1.48,john,FAILED,62,HIGH
2024-01-02 02:12:00,192.168.1.29,john,FAILED,57,HIGH
2024-01-02 02:14:00,192.168.1.45,user1,SUCCESS,41,MEDIUM
2024-01-02 02:20:00,192.168.1.16,admin,FAILED,53,HIGH
2024-01-02 02:22:00,192.168.1.24,admin,FAILED,50,MEDIUM
2024-01-02 02:27:00,185.220.101.45,guest,SUCCESS,46,MEDIUM
2024-01-02 02:30:00,10.0.0.12,guest,FAILED,58,HIGH
2024-01-02 02:55:00,10.0.0.12,john,FAILED,58,HIGH
2024-01-02 02:59:00,192.168.1.49,john,FAILED,59,HIGH
2024-01-02 03:19:00,192.168.1.15,root,FAILED,39,MEDIUM
2024-01-02 03:42:00,192.168.1.25,john,FAILED,58,HIGH
2024-01-02 04:00:00,192.168.1.20,john,FAILED,58,HIGH
2024-01-02 04:00:00,10.0.0.7,sarah,FAILED,57,HIGH
2024-01-02 04:06:00,192.168.1.13,root,FAILED,52,HIGH
2024-01-02 04:09:00,10.0.0.14,root,FAILED,60,HIGH
2024-01-02 04:15:00,192.168.1.33,root,SUCCESS,38,MEDIUM
2024-01-02 04:20:00,192.168.1.37,user1,FAILED,60,HIGH
2024-01-02 04:28:00,192.168.1.24,sarah,FAILED,50,MEDIUM
2024-01-02 04:40:00,192.168.1.2,administrator,FAILED,55,HIGH
2024-01-02 04:42:00,10.0.0.15,sarah,FAILED,49,MEDIUM
2024-01-02 04:47:00,192.168.1.8,sarah,FAILED,43,MEDIUM
2024-01-02 05:06:00,192.168.1.27,sarah,FAILED,43,MEDIUM
2024-01-02 05:18:00,10.0.0.14,root,FAILED,60,HIGH
2024-01-02 05:22:00,192.168.1.22,guest,SUCCESS,64,HIGH
2024-01-02 05:23:00,89.248.167.131,guest,FAILED,52,HIGH
2024-01-02 05:27:00,45.33.32.156,sarah,FAILED,46,MEDIUM
2024-01-02 05:48:00,192.168.1.46,john,FAILED,48,MEDIUM
2024-01-02 06:40:00,192.168.1.20,root,SUCCESS,58,HIGH
2024-01-02 07:04:00,192.168.1.32,administrator,SUCCESS,52,HIGH
2024-01-02 07:24:00,192.168.1.39,root,SUCCESS,61,HIGH
2024-01-02 07:28:00,192.168.1.4,admin,FAILED,51,HIGH
2024-01-02 07:29:00,192.168.1.48,guest,FAILED,62,HIGH
2024-01-02 07:37:00,192.168.1.39,user1,SUCCESS,61,HIGH
2024-01-02 07:37:00,192.168.1.35,user1,FAILED,35,MEDIUM
2024-01-02 07:49:00,192.168.1.18,administrator,FAILED,51,HIGH
2024-01-02 07:55:00,10.0.0.7,user1,FAILED,57,HIGH
2024-01-02 08:00:00,192.168.1.29,admin,FAILED,57,HIGH
2024-01-02 08:03:00,192.168.1.16,administrator,FAILED,53,HIGH
2024-01-02 08:21:00,192.168.1.42,administrator,FAILED,60,HIGH
2024-01-02 08:24:00,192.168.1.44,john,FAILED,56,HIGH
2024-01-02 08:27:00,192.168.1.18,guest,SUCCESS,51,HIGH
2024-01-02 08:32:00,192.168.1.45,administrator,FAILED,41,MEDIUM
2024-01-02 08:39:00,192.168.1.49,john,SUCCESS,59,HIGH
2024-01-02 08:44:00,192.168.1.21,root,FAILED,48,MEDIUM
2024-01-02 08:58:00,192.168.1.21,user1,FAILED,48,MEDIUM
2024-01-02 09:08:00,192.168.1.4,user1,SUCCESS,51,HIGH
2024-01-02 09:20:00,10.0.0.5,root,FAILED,46,MEDIUM
2024-01-02 09:21:00,10.0.0.17,sarah,SUCCESS,57,HIGH
2024-01-02 09:22:00,192.168.1.16,user1,FAILED,53,HIGH
2024-01-02 09:44:00,192.168.1.9,sarah,FAILED,52,HIGH
2024-01-02 09:45:00,10.0.0.15,sarah,FAILED,49,MEDIUM
2024-01-02 09:51:00,10.0.0.13,guest,FAILED,57,HIGH
2024-01-02 09:53:00,192.168.1.6,root,FAILED,47,MEDIUM
2024-01-02 09:56:00,192.168.1.23,administrator,FAILED,46,MEDIUM
2024-01-02 10:02:00,192.168.1.36,john,FAILED,47,MEDIUM
2024-01-02 10:03:00,192.168.1.37,john,FAILED,60,HIGH
2024-01-02 10:11:00,192.168.1.40,admin,FAILED,46,MEDIUM
2024-01-02 10:29:00,192.168.1.32,root,SUCCESS,52,HIGH
2024-01-02 11:11:00,192.168.1.15,sarah,FAILED,39,MEDIUM
2024-01-02 11:12:00,192.168.1.29,administrator,FAILED,57,HIGH
2024-01-02 11:17:00,198.20.69.74,administrator,FAILED,65,HIGH
2024-01-02 11:25:00,192.168.1.19,user1,FAILED,58,HIGH
2024-01-02 11:49:00,192.168.1.14,john,SUCCESS,50,MEDIUM
2024-01-02 12:26:00,10.0.0.8,guest,FAILED,69,HIGH
2024-01-02 12:37:00,192.168.1.35,guest,FAILED,35,MEDIUM
2024-01-02 12:37:00,10.0.0.12,john,FAILED,58,HIGH
2024-01-02 12:43:00,10.0.0.16,sarah,FAILED,51,HIGH
2024-01-02 12:52:00,192.168.1.22,sarah,FAILED,64,HIGH
2024-01-02 12:53:00,192.168.1.32,guest,FAILED,52,HIGH
2024-01-02 13:00:00,10.0.0.4,administrator,FAILED,45,MEDIUM
2024-01-02 13:13:00,192.168.1.39,admin,FAILED,61,HIGH
2024-01-02 13:30:00,10.0.0.12,user1,FAILED,58,HIGH
2024-01-02 13:50:00,192.168.1.20,guest,FAILED,58,HIGH
2024-01-02 13:53:00,185.220.101.45,user1,FAILED,46,MEDIUM
2024-01-02 14:02:00,10.0.0.13,john,FAILED,57,HIGH
2024-01-02 14:26:00,192.168.1.12,root,FAILED,52,HIGH
2024-01-02 15:08:00,192.168.1.47,administrator,SUCCESS,44,MEDIUM
2024-01-02 15:10:00,192.168.1.24,user1,FAILED,50,MEDIUM
2024-01-02 15:10:00,192.168.1.19,guest,FAILED,58,HIGH
2024-01-02 15:18:00,10.0.0.10,root,SUCCESS,54,HIGH
2024-01-02 15:23:00,192.168.1.22,root,FAILED,64,HIGH
2024-01-02 15:41:00,192.168.1.23,administrator,FAILED,46,MEDIUM
2024-01-02 15:50:00,192.168.1.33,root,FAILED,38,MEDIUM
2024-01-02 15:51:00,192.168.1.13,guest,FAILED,52,HIGH
2024-01-02 15:52:00,192.168.1.20,guest,FAILED,58,HIGH
2024-01-02 16:04:00,89.248.167.131,admin,FAILED,52,HIGH
2024-01-02 16:07:00,192.168.1.22,root,FAILED,64,HIGH
2024-01-02 16:11:00,192.168.1.47,john,FAILED,44,MEDIUM
2024-01-02 16:23:00,10.0.0.10,root,FAILED,54,HIGH
2024-01-02 16:25:00,10.0.0.3,user1,SUCCESS,65,HIGH
2024-01-02 16:55:00,10.0.0.12,user1,FAILED,58,HIGH
2024-01-02 17:04:00,10.0.0.9,user1,SUCCESS,52,HIGH
2024-01-02 17:19:00,192.168.1.1,user1,FAILED,48,MEDIUM
2024-01-02 17:22:00,192.168.1.43,admin,SUCCESS,47,MEDIUM
2024-01-02 17:23:00,10.0.0.16,guest,FAILED,51,HIGH
2024-01-02 17:27:00,10.0.0.14,admin,SUCCESS,60,HIGH
2024-01-02 17:47:00,192.168.1.34,sarah,SUCCESS,54,HIGH
2024-01-02 17:54:00,10.0.0.3,root,FAILED,65,HIGH
2024-01-02 18:10:00,10.0.0.2,user1,FAILED,47,MEDIUM
2024-01-02 18:23:00,192.168.1.23,guest,FAILED,46,MEDIUM
2024-01-02 18:35:00,10.0.0.12,sarah,SUCCESS,58,HIGH
2024-01-02 18:57:00,89.248.167.131,guest,FAILED,52,HIGH
2024-01-02 19:05:00,192.168.1.23,user1,FAILED,46,MEDIUM
2024-01-02 19:14:00,10.0.0.14,administrator,FAILED,60,HIGH
2024-01-02 19:25:00,192.168.1.3,sarah,FAILED,50,MEDIUM
2024-01-02 19:35:00,10.0.0.2,john,FAILED,47,MEDIUM
2024-01-02 19:42:00,10.0.0.7,root,FAILED,57,HIGH
2024-01-02 19:45:00,192.168.1.6,guest,FAILED,47,MEDIUM
2024-01-02 19:58:00,192.168.1.37,john,FAILED,60,HIGH
2024-01-02 19:59:00,192.168.1.38,admin,FAILED,54,HIGH
2024-01-02 20:11:00,192.168.1.44,guest,FAILED,56,HIGH
2024-01-02 20:33:00,10.0.0.15,user1,FAILED,49,MEDIUM
2024-01-02 20:39:00,192.168.1.24,admin,SUCCESS,50,MEDIUM
2024-01-02 20:48:00,89.248.167.131,administrator,FAILED,52,HIGH
2024-01-02 21:41:00,10.0.0.3,guest,FAILED,65,HIGH
2024-01-02 21:41:00,192.168.1.17,user1,FAILED,52,HIGH
2024-01-02 21:49:00,192.168.1.41,admin,FAILED,38,MEDIUM
2024-01-02 21:50:00,185.220.101.45,root,SUCCESS,46,MEDIUM
2024-01-02 21:54:00,192.168.1.19,root,FAILED,58,HIGH
2024-01-02 22:02:00,192.168.1.3,administrator,FAILED,50,MEDIUM
2024-01-02 22:07:00,10.0.0.14,administrator,FAILED,60,HIGH
2024-01-02 22:09:00,198.20.69.74,user1,FAILED,65,HIGH
2024-01-02 22:11:00,192.168.1.23,sarah,FAILED,46,MEDIUM
2024-01-02 22:12:00,10.0.0.2,admin,FAILED,47,MEDIUM
2024-01-02 22:15:00,10.0.0.9,sarah,FAILED,52,HIGH
2024-01-02 22:22:00,10.0.0.17,john,FAILED,57,HIGH
2024-01-02 22:26:00,10.0.0.13,administrator,FAILED,57,HIGH
2024-01-02 22:38:00,192.168.1.22,john,FAILED,64,HIGH
2024-01-02 23:07:00,192.168.1.32,sarah,FAILED,52,HIGH
2024-01-02 23:27:00,192.168.1.34,sarah,FAILED,54,HIGH
2024-01-02 23:28:00,10.0.0.18,admin,FAILED,49,MEDIUM
2024-01-02 23:29:00,10.0.0.19,root,FAILED,44,MEDIUM
2024-01-02 23:33:00,10.0.0.12,user1,FAILED,58,HIGH
2024-01-02 23:45:00,192.168.1.37,user1,FAILED,60,HIGH
2024-01-02 23:48:00,192.168.1.9,root,FAILED,52,HIGH
2024-01-02 23:55:00,10.0.0.4,john,FAILED,45,MEDIUM
2024-01-02 23:55:00,192.168.1.49,root,FAILED,59,HIGH
2024-01-02 23:59:00,192.168.1.48,root,SUCCESS,62,HIGH
2024-01-03 00:04:00,192.168.1.23,john,FAILED,46,MEDIUM
2024-01-03 00:11:00,192.168.1.15,administrator,SUCCESS,39,MEDIUM
2024-01-03 00:37:00,10.0.0.10,user1,FAILED,54,HIGH
2024-01-03 00:43:00,192.168.1.48,root,FAILED,62,HIGH
2024-01-03 00:45:00,10.0.0.16,admin,FAILED,51,HIGH
2024-01-03 00:50:00,192.168.1.48,admin,FAILED,62,HIGH
2024-01-03 00:51:00,192.168.1.13,admin,FAILED,52,HIGH
2024-01-03 00:53:00,10.0.0.3,root,FAILED,65,HIGH
2024-01-03 01:20:00,192.168.1.15,sarah,SUCCESS,39,MEDIUM
2024-01-03 01:26:00,10.0.0.2,john,SUCCESS,47,MEDIUM
2024-01-03 01:29:00,192.168.1.6,root,SUCCESS,47,MEDIUM
2024-01-03 01:31:00,192.168.1.18,user1,SUCCESS,51,HIGH
2024-01-03 01:33:00,192.168.1.42,administrator,FAILED,60,HIGH
2024-01-03 01:47:00,192.168.1.28,user1,FAILED,49,MEDIUM
2024-01-03 01:53:00,10.0.0.13,user1,SUCCESS,57,HIGH
2024-01-03 01:56:00,192.168.1.9,user1,FAILED,52,HIGH
2024-01-03 01:57:00,10.0.0.16,root,FAILED,51,HIGH
2024-01-03 01:58:00,192.168.1.47,guest,FAILED,44,MEDIUM
2024-01-03 02:00:00,192.168.1.14,john,FAILED,50,MEDIUM
2024-01-03 02:14:00,10.0.0.12,guest,FAILED,58,HIGH
2024-01-03 02:23:00,10.0.0.11,sarah,SUCCESS,52,HIGH
2024-01-03 02:47:00,10.0.0.5,administrator,SUCCESS,46,MEDIUM
2024-01-03 02:51:00,192.168.1.32,guest,SUCCESS,52,HIGH
2024-01-03 03:12:00,10.0.0.15,guest,FAILED,49,MEDIUM
2024-01-03 03:18:00,192.168.1.37,john,FAILED,60,HIGH
2024-01-03 03:39:00,192.168.1.30,user1,FAILED,39,MEDIUM
2024-01-03 03:55:00,192.168.1.34,sarah,FAILED,54,HIGH
2024-01-03 04:12:00,10.0.0.9,john,FAILED,52,HIGH
2024-01-03 04:14:00,192.168.1.29,root,SUCCESS,57,HIGH
2024-01-03 04:20:00,192.168.1.4,john,SUCCESS,51,HIGH
2024-01-03 04:27:00,10.0.0.14,sarah,SUCCESS,60,HIGH
2024-01-03 04:44:00,192.168.1.44,user1,FAILED,56,HIGH
2024-01-03 04:48:00,192.168.1.22,root,FAILED,64,HIGH
2024-01-03 04:52:00,192.168.1.44,admin,SUCCESS,56,HIGH
2024-01-03 04:59:00,192.168.1.10,john,SUCCESS,39,MEDIUM
2024-01-03 05:09:00,192.168.1.1,administrator,FAILED,48,MEDIUM
2024-01-03 05:25:00,192.168.1.9,administrator,SUCCESS,52,HIGH
2024-01-03 05:26:00,10.0.0.7,admin,FAILED,57,HIGH
2024-01-03 05:31:00,192.168.1.48,user1,FAILED,62,HIGH
2024-01-03 05:33:00,192.168.1.12,john,SUCCESS,52,HIGH
2024-01-03 05:36:00,192.168.1.33,root,FAILED,38,MEDIUM
2024-01-03 06:14:00,192.168.1.26,john,FAILED,64,HIGH
2024-01-03 06:22:00,192.168.1.22,sarah,FAILED,64,HIGH
2024-01-03 06:41:00,89.248.167.131,admin,FAILED,52,HIGH
2024-01-03 06:42:00,10.0.0.11,administrator,SUCCESS,52,HIGH
2024-01-03 06:56:00,192.168.1.19,root,FAILED,58,HIGH
2024-01-03 06:59:00,192.168.1.36,sarah,FAILED,47,MEDIUM
2024-01-03 07:06:00,10.0.0.12,john,SUCCESS,58,HIGH
2024-01-03 07:14:00,192.168.1.3,root,FAILED,50,MEDIUM
2024-01-03 07:24:00,10.0.0.8,admin,FAILED,69,HIGH
2024-01-03 07:34:00,10.0.0.4,root,FAILED,45,MEDIUM
2024-01-03 07:36:00,192.168.1.46,john,FAILED,48,MEDIUM
2024-01-03 07:41:00,10.0.0.11,administrator,FAILED,52,HIGH
2024-01-03 07:52:00,10.0.0.3,user1,FAILED,65,HIGH
2024-01-03 08:01:00,10.0.0.3,administrator,FAILED,65,HIGH
2024-01-03 08:11:00,10.0.0.6,sarah,FAILED,61,HIGH
2024-01-03 08:20:00,10.0.0.2,root,FAILED,47,MEDIUM
2024-01-03 08:33:00,192.168.1.22,guest,FAILED,64,HIGH
2024-01-03 08:53:00,192.168.1.47,admin,FAILED,44,MEDIUM
